ID,Country,Name,Longitude,Latitude,Designation,Legal/Formal Instrument,Designation Type,Date Established,Domain,Status,Reported Area_ha,Reported Marine Area_ha,Management Plan,IUCN Management Categories,International Convention,State/Province/District,Management Effectiveness Model,Management Effectiveness Rating,Zonation,No Take,Reported No Take Area (ha),Source
4028000,Philippines,Arnedo Marine Sanctuary,119.878222,16.397811,Marine Sanctuary - Local,,Local,1/1/1999,Marine,Designated,8.2,0,Unknown,Unknown,No,Pangasinan,Unknown,Unknown,Unknown,All,8.2,CCEF
4035700,Philippines,Artadi Marine Sanctuary,125.184544,8.901504,Marine Sanctuary - Local,,Local,1/1/2000,Marine,Designated,6,0,Yes,Unknown,No,Misamis Oriental,MEAT,Strenghtened,Unknown,All,6,CCEF
4022100,Philippines,Arthur's Rock Fish Sanctuary,120.87405,13.706957,Fish Sanctuary - Local,,Local,1/1/1991,Marine,Designated,17.9,0,Yes,VI,No,Batangas,MEAT,Sustained,Unknown,All,17.9,CCEF
4020500,Philippines,Asinan Reef Fish Sanctuary,124.1075,10.106111,Fish Sanctuary - Local,Mun. Ord. No. C-004 Series 2002,Local,1/1/2002,Marine,Designated,55,0,Yes,VI,No,Bohol,MEAT,Sustained,Unknown,All,55,CCEF
4009600,Philippines,Atop-Atop and Tamiao Marine Sanctuary,123.761806,11.232799,Marine Sanctuary - Local,,Local,1/1/1996,Marine,Designated,75,0,Yes,Unknown,No,Cebu,Unknown,Unknown,Unknown,All,75,CCEF
4023500,Philippines,Awaan Marine Reserve,123.147669,9.870111,Marine Reserve - Local,,Local,1/1/2002,Marine,Designated,15.54,0,Unknown,VI,No,Negros Oriental,Unknown,Unknown,Unknown,Unknown,0,CCEF
4025900,Philippines,Ayoke Island Marine Protected Area,126.042778,9.388056,Marine Protected Area - Local,,Local,1/1/2005,Marine,Designated,42,0,Yes,Unknown,No,Surigao Del Sur,MEAT,Sustained,Unknown,Unknown,0,CCEF
4027400,Philippines,Babag Reef Sedentary Invertebrates Sanctuary,119.914029,4.912989,Sedentary Invertebrates Sanctuary - Local,,Local,1/1/2003,Marine,Designated,0,0,Unknown,Unknown,No,Tawi-Tawi,Unknown,Unknown,Unknown,All,0,CCEF
4035800,Philippines,Babuyan Fish Sanctuary (Puntod Ilis),118.925122,9.964806,Fish Sanctuary - Local,,Local,1/1/2003,Marine,Designated,48,0,Yes,Unknown,No,Palawan,MEAT,Established,Unknown,All,48,CCEF
4024300,Philippines,Bacawan Reef Fish Sanctuary,121.5625,13.122222,Fish Sanctuary - Local,,Local,1/1/2006,Marine,Designated,23,0,Yes,Unknown,No,Oriental Mindoro,MEAT,Strenghtened,Unknown,All,23,CCEF
4014700,Philippines,Bacawayan Marine Protected Area,123.386319,7.534508,Marine Protected Area - Local,,Local,1/1/2005,Marine,Designated,20,0,Yes,Unknown,No,Zamboanga Sur,MEAT,Sustained,Unknown,Unknown,0,CCEF
4023200,Philippines,Bacon Marine Reserve,124.013333,13.070833,Marine Reserve - Local,,Local,1/1/1999,Marine,Designated,48,0,Unknown,VI,No,Sorsogon,Unknown,Unknown,Unknown,Unknown,0,CCEF
4023900,Philippines,Bacungan Fish Sanctuary,121.758333,13.888183,Fish Sanctuary - Local,,Local,1/1/2002,Marine,Designated,20,0,Unknown,Unknown,No,Quezon,MEAT,Established,Unknown,All,20,CCEF
4058000,Philippines,Badian CEP,123.363611,9.845556,CEP - Local,,Local,1/1/2006,Marine,Unknown,0,0,Unknown,Unknown,No,Cebu,Unknown,Unknown,Unknown,Unknown,0,MSN-MSI
4012300,Philippines,Badiang Fish Sanctuary,124.588031,9.797972,Fish Sanctuary - Local,,Local,1/1/2003,Marine,Designated,70.11,0,Yes,Unknown,No,Bohol,MEAT,Institutionalized,Unknown,All,70.11,CCEF
4035900,Philippines,Bag- ong Silao Marine Protected Area,123.428102,7.765048,Marine Protected Area - Local,,Local,1/1/2003,Marine,Designated,22,0,Yes,Unknown,No,Zamboanga Sur,MEAT,Sustained,Unknown,Unknown,0,CCEF
4036000,Philippines,Bagacay Fish Sanctuary,123.626105,10.015192,Fish Sanctuary - Local,,Local,1/1/2000,Marine,Designated,23.61,0,Yes,Unknown,No,Cebu,MEAT,Strenghtened,Unknown,All,23.61,CCEF
4008000,Philippines,Bagasawe Fish Sanctuary,123.827222,10.759583,Fish Sanctuary - Local,,Local,1/1/2003,Marine,Designated,40,0,Yes,VI,No,Cebu,MEAT,Established,Unknown,All,40,CCEF
4036100,Philippines,Bagonbanwa Marine Reserve and Sanctuary,125.7171,11.021981,Marine Reserve and Sanctuary - Local,,Local,1/1/1992,Marine,Designated,28.31,0,Unknown,Unknown,No,Eastern Samar,Unknown,Unknown,Unknown,Part,0,CCEF
4036200,Philippines,Bahura Marine Reserve,123.254336,9.175411,Marine Reserve - Local,,Local,1/1/2005,Marine,Designated,4.21,0,Unknown,Unknown,No,Negros Oriental,MEAT,Established,Unknown,Unknown,0,CCEF
4058100,Philippines,Bahurang Bulacan Fishery Reserve,120.359418,13.708788,Fishery Reserve - Local,,Local,1/1/2010,Marine,Designated,0,0,Unknown,Unknown,No,Occidental Mindoro,Unknown,Unknown,Unknown,Unknown,0,MSN-MSI
4058200,Philippines,Bahurang Vigo Fishery Reserve,120.19858,13.861192,Fishery Reserve - Local,,Local,1/1/2010,Marine,Designated,0,0,Unknown,Unknown,No,Occidental Mindoro,Unknown,Unknown,Unknown,Unknown,0,MSN-MSI
4036300,Philippines,Balaas Marine Sanctuary,123.161496,9.691428,Marine Sanctuary - Local,,Local,1/1/2005,Marine,Designated,11.44,0,Yes,Unknown,No,Negros Oriental,MEAT,Established,Unknown,All,11.44,CCEF
4024500,Philippines,Balabag Marine Reserve,121.209,9.568858,Marine Reserve - Local,,Local,1/1/2003,Marine,Designated,15.26,0,Yes,Unknown,No,Palawan,MEAT,Established,Unknown,Unknown,0,CCEF
4013300,Philippines,Balasinon Fish Sanctuary,125.390583,6.6202,Fish Sanctuary - Local,,Local,1/1/1997,Marine,Designated,50,0,Yes,VI,No,Davao del Sur,MEAT,Strenghtened,Unknown,All,50,CCEF
4036400,Philippines,Balatasan Fish Sanctuary,121.404207,12.330139,Fish Sanctuary - Local,,Local,1/1/1999,Marine,Designated,300,0,Draft,Unknown,No,Oriental Mindoro,MEAT,Strenghtened,Unknown,All,300,CCEF
4002100,Philippines,Baliangao Protected Landscape and Seascape,123.635456,8.653183,Protected Landscape and Seascape - NIPAS,"Proclamation No 418, and Republic Act 7586 otherwise known as ôNIPAS Act of 1992ö",National,1/22/2000,Marine-Terrestrial,Designated,295,0,Yes,VI,No,Misamis Occidental,MEAT,Established,No,Unknown,0,PAWB
4026700,Philippines,Balibadon Fish Sanctuary,126.1775,9.146944,Fish Sanctuary - Local,,Local,1/1/2003,Marine,Designated,24.87,0,Draft,Unknown,No,Surigao Del Sur,MEAT,Established,Unknown,All,24.87,CCEF
4007000,Philippines,Balicasag Island Fish Sanctuary,123.680219,9.516511,Fish Sanctuary - Local,Mun. Ord. No. 08 Series 1998,Local,1/1/1998,Marine,Designated,3.44,0,Yes,VI,No,Bohol,MEAT,Sustained,Unknown,All,3.44,CCEF
4028100,Philippines,Balingasay Marine Sanctuary,119.846444,16.366517,Marine Sanctuary - Local,,Local,1/1/1999,Marine,Designated,14.77,0,Yes,Unknown,No,Pangasinan,MEAT,Sustained,Unknown,All,14.77,CCEF
4004100,Philippines,Balud-Consolacion Marine Park and Sanctuary,123.521167,9.750722,Marine Park and Sanctuary - Local,,Local,1/1/2002,Marine,Designated,12,0,Yes,VI,No,Cebu,MEAT,Strenghtened,Unknown,All,12,CCEF
4036500,Philippines,Ban- Ao Marine Protected Area,126.577156,7.588573,Marine Protected Area - Local,,Local,1/1/2007,Marine,Designated,0,0,Unknown,Unknown,No,Davao Oriental,Unknown,Unknown,Unknown,Unknown,0,CCEF
4013000,Philippines,Banacon Island Marine Sanctuary,124.193525,10.193564,Marine Sanctuary - Local,Mun. Ord. No. 8 Series 2002,Local,1/1/2002,Marine,Designated,50,0,Unknown,VI,No,Bohol,Unknown,Unknown,Unknown,All,50,CCEF
4010400,Philippines,Banban Fishery Refuge and Sanctuary,124.140222,9.595528,Fishery Refuge and Sanctuary - Local,Mun. Ord. No. 8 Series 2001,Local,1/1/2001,Marine,Designated,9.03,0,Yes,VI,No,Bohol,MEAT,Sustained,Unknown,All,9.03,CCEF
4036600,Philippines,Banbanan Marine Reserve,123.398234,8.676347,Marine Reserve - Local,,Local,1/1/2003,Marine,Designated,12.46,0,Yes,Unknown,No,Zamboanga Norte,MEAT,Sustained,Unknown,Unknown,0,CCEF
4036700,Philippines,Banban-Luyang Marine Sanctuary,123.530999,9.231155,Marine Sanctuary - Local,,Local,1/1/2006,Marine,Designated,10,0,Unknown,Unknown,No,Siquijor,Unknown,Unknown,Unknown,All,10,CCEF
4036800,Philippines,Bancal Bay Fish Sanctuary,123.146762,11.504804,Fish Sanctuary - Local,,Local,1/1/1996,Marine,Designated,5,0,Draft,Unknown,No,Iloilo,MEAT,Established,Unknown,All,5,CCEF
4008800,Philippines,Bancasan Marine and Fish Sanctuary,123.903694,11.043111,Marine and Fish Sanctuary - Local,,Local,1/1/2002,Marine,Designated,15.25,0,Yes,Unknown,No,Cebu,MEAT,Strenghtened,Unknown,All,15.25,CCEF
4015200,Philippines,Bangaan Marine Sanctuary,122.425833,7.493056,Marine Sanctuary - Local,,Local,1/1/2005,Marine,Designated,880,0,Yes,Unknown,No,Zamboanga Sibugay,MEAT,Sustained,Unknown,All,880,CCEF
4029900,Philippines,Bani Marine Protected Area,119.914952,15.574006,Marine Protected Area - Local,,Local,1/1/2006,Marine,Designated,50,0,Yes,Unknown,No,Zambales,MEAT,Sustained,Unknown,Unknown,0,CCEF
4016500,Philippines,Banilad Marine Protected Area,123.303778,9.284833,Marine Protected Area - Local,,Local,1/1/2001,Marine,Designated,75.56,0,Yes,Unknown,No,Negros Oriental,MEAT,Sustained,Unknown,Unknown,0,CCEF
4036900,Philippines,Bantayan Integrated Marine Park and Sanctuary,123.769509,11.232082,Marine Sanctuary - Local,,Local,1/1/1996,Marine,Designated,345,0,Yes,Unknown,No,Cebu,MEAT,Established,Unknown,All,345,CCEF
4031800,Philippines,Bantigian (Saguise) Marine Sanctuary,124.585158,10.148809,Marine Sanctuary - Local,Mun. Ord. No. 06 Series 2000; Mun. Ord. No. 09-041 Series 2004,Local,1/1/2004,Marine,Designated,10.8,0,Yes,VI,No,Bohol,Unknown,Unknown,Unknown,All,10.8,CCEF
4031500,Philippines,Bantigue Marine Sanctuary,124.505701,10.161055,Marine Sanctuary - Local,Mun. Ord. No C-004 Series 2006; Mun. Ord. No. 10-054 Series 2005,Local,1/1/2005,Marine,Designated,18.9,0,Yes,VI,No,Bohol,Unknown,Unknown,Unknown,All,18.9,CCEF
4062700,Philippines,Bantigue Marine Sanctuary,123.714671,11.173839,Marine Sanctuary - Local,,Local,1/1/1999,Marine,Designated,10,0,Yes,VI,No,Cebu,MEAT,Sustained,Unknown,Part,0,CCEF
4037000,Philippines,Bantigue-Luyang Marine Sanctuary,124.037838,10.593614,Marine Sanctuary - Local,,Local,1/1/1999,Marine,Designated,20,0,Yes,Unknown,No,Cebu,MEAT,Sustained,Unknown,All,20,CCEF
4015400,Philippines,Baobaon Fish and Marine Sanctuary,123.736292,8.613225,Fish and Marine Sanctuary,,Local,1/1/2003,Marine,Designated,30,0,Yes,Unknown,No,Misamis Occidental,MEAT,Established,Unknown,All,30,CCEF
4017600,Philippines,Baod Marine Sanctuary,123.694624,11.204556,Marine Sanctuary - Local,,Local,1/1/2002,Marine,Designated,20.48,0,Yes,Unknown,No,Cebu,Unknown,Unknown,Unknown,All,20.48,CCEF
4014100,Philippines,Barangay Combo Marine Sanctuary,123.533822,7.835781,Marine Sanctuary - Local,,Local,1/1/2006,Marine,Designated,22,0,Yes,Unknown,No,Zamboanga Sur,MEAT,Strenghtened,Unknown,All,22,CCEF
4037100,Philippines,Barili Marine Sanctuary,123.505834,10.147487,Marine Sanctuary - Local,,Local,1/1/2001,Marine,Designated,15.9,0,Yes,Unknown,No,Cebu,MEAT,Sustained,Unknown,All,15.9,CCEF
4058400,Philippines,Barusbus Marine Sanctuary,121.92277,11.76277,Marine Sanctuary - Local,,Local,1/1/2000,Marine,Designated,0,0,Unknown,Unknown,No,Antique,Unknown,Unknown,Unknown,All,0,MSN-MSI
4058500,Philippines,Basdacu Fish Refuge and Sanctuary,123.77993,9.78503,Fishery Refuge and Sanctuary - Local,Mun. Ord. No. 02-007 Series 2002,Local,1/1/2002,Marine,Designated,10,0,Unknown,Unknown,No,Bohol,Unknown,Unknown,Unknown,All,10,MSN-MSI
4037200,Philippines,Basdacu Fish Refuge and Sanctuary,123.77993,9.78503,Fish Refuge and Sanctuary - Local,,Local,1/1/2001,Marine,Designated,16,0,Yes,Unknown,No,Bohol,MEAT,Sustained,Unknown,All,16,MSN-MSI
4037300,Philippines,Basdio Marine Sanctuary,124.49848,9.74467,Marine Sanctuary - Local,Mun. Ord. No. 02 Series 2008; brgy. Res. No. 12-176 Series 2001,Local,1/1/2001,Marine,Designated,20.67,0,Yes,Unknown,No,Bohol,MEAT,Institutionalized,Unknown,All,20.67,MSN-MSI
4002700,Philippines,Basdiot Fish Sanctuary,123.371472,9.938778,Fish Sanctuary - Local,,Local,1/1/1988,Marine,Designated,4.17,0,Yes,VI,No,Cebu,MEAT,Sustained,Unknown,All,4.17,CCEF
4031900,Philippines,Basiao Marine Sanctuary,124.555532,10.067752,Marine Sanctuary - Local,Mun. Ord. No C-004 Series 2006; Mun. Ord. No. 10-058 Series 2005,Local,1/1/2005,Marine,Designated,28.17,0,Yes,Unknown,No,Bohol,MEAT,Institutionalized,Unknown,All,28.17,CCEF
4058600,Philippines,Batabat Coral Reef Reserve,122.02583,11.19526,Marine Reserve - Local,,Local,1/1/1997,Marine,Designated,0,0,Unknown,Unknown,No,Antique,Unknown,Unknown,Unknown,Unknown,0,MSN-MSI
4021100,Philippines,Batalang-Bato Fish Sanctuary,120.893972,13.659389,Fish Sanctuary - Local,,Local,1/1/2002,Marine,Designated,2.5,0,Yes,VI,No,Batangas,MEAT,Sustained,Unknown,All,2.5,CCEF
4000300,Philippines,Batanes Protected Landscape and Seascape,121.962292,20.519607,Protected Landscape and Seascape - NIPAS,"Proclamation No 335, and Republic Act 7586 otherwise known as ôNIPAS Act of 1992ö",National,1/5/2001,Marine-Terrestrial,Designated,213578,0,Unknown,V,No,Batanes,Unknown,Unknown,No,Unknown,0,PAWB
4018700,Philippines,Batasan Marine Sanctuary,123.97932,10.011109,Marine Sanctuary - Local,Mun. Ord. No. 2000-07-167 ; brgy Ord. No.1 Series 1999; Mun. Ord. No. 97-99,Local,1/1/1999,Marine,Designated,21,0,Yes,VI,No,Bohol,MEAT,Sustained,Unknown,All,21,CCEF
4037400,Philippines,Bato Marine Protected Area,125.403883,6.781283,Marine Protected Area - Local,,Local,1/1/2008,Marine,Designated,25,0,Unknown,Unknown,No,Davao del Sur,Unknown,Unknown,Unknown,Unknown,0,CCEF
4002900,Philippines,Bato Seagrass and Fish Sanctuary,123.368972,9.845561,Seagrass and Fish Sanctuary - Local,,Local,1/1/2003,Marine,Designated,25,0,Yes,VI,No,Cebu,MEAT,Established,Unknown,All,25,CCEF
4028700,Philippines,Batonan Sur Fish Sanctuary,122.0606,11.367683,Fish Sanctuary - Local,,Local,1/1/1996,Marine,Designated,53.8,0,Unknown,Unknown,No,Antique,Unknown,Unknown,Unknown,All,53.8,CCEF
4058300,Philippines,Batong Buhay Marine Sanctuary,120.885403,13.732375,Marine Sanctuary - Local,,Local,1/1/2010,Marine,Designated,0,0,Unknown,Unknown,No,Batangas,Unknown,Unknown,Unknown,All,0,MSN-MSI
4027000,Philippines,Batu-Batu - Kulape Marine Protected Area,119.894853,5.065424,Marine Protected Area - Local,,Local,1/1/2003,Marine,Designated,0,0,Unknown,Unknown,No,Tawi-Tawi,Unknown,Unknown,Unknown,Unknown,0,CCEF
4032000,Philippines,Baud Marine Sanctuary,124.552058,10.05344,Marine Sanctuary - Local,Mun. Ord. No. C-004 Series 2006,Local,1/1/2005,Marine,Designated,21.7,0,Yes,Unknown,No,Bohol,MEAT,Institutionalized,Unknown,All,21.7,CCEF
4037500,Philippines,Baybay Kawas Fish Sanctuary,125.269389,6.06125,Fish Sanctuary - Local,,Local,1/1/1999,Marine,Designated,15,0,Unknown,Unknown,No,Saranggani,Unknown,Unknown,Unknown,All,15,CCEF
4037600,Philippines,Baybay Molocboloc Fish Sanctuary,124.475556,8.592222,Fish Sanctuary - Local,,Local,1/1/2006,Marine,Designated,5,0,Yes,Unknown,No,Misamis Oriental,MEAT,Sustained,Unknown,All,5,CCEF
4037700,Philippines,Baylimango Reserve,123.381345,8.64401,Marine Reserve - Local,,Local,1/1/2006,Marine,Designated,0,0,Yes,Unknown,No,Zamboanga Norte,MEAT,Sustained,Unknown,Unknown,0,CCEF
4027100,Philippines,Belatan Halo Marine Protected Area,119.963056,5.00701,Marine Protected Area - Local,,Local,1/1/2003,Marine,Designated,0,0,Unknown,Unknown,No,Tawi-Tawi,Unknown,Unknown,Unknown,Unknown,0,CCEF
4058700,Philippines,Bel-is Fish Sanctuary and Fishery Reserve,121.88083,11.885,Fishery Reserve - Local,,Local,1/1/2004,Marine,Designated,0,0,Unknown,Unknown,No,Aklan,Unknown,Unknown,Unknown,Unknown,0,MSN-MSI
4058800,Philippines,Biasong Fish Sanctuary,123.920833,11.060278,Fish Sanctuary - Local,,Local,1/1/1996,Marine,Designated,0,0,Unknown,Unknown,No,Cebu,Unknown,Unknown,Unknown,All,0,MSN-MSI
4037800,Philippines,Biasong Fish Sanctuary,125.024729,10.359637,Fish Sanctuary - Local,,Local,1/1/1994,Marine,Designated,2.5,0,Yes,Unknown,No,Southern Leyte,MEAT,Sustained,Unknown,All,2.5,CCEF
4037900,Philippines,Biasong Marine Fish Sanctuary,123.918663,10.983988,Fish Sanctuary - Local,,Local,1/1/1996,Marine,Designated,10,0,Unknown,Unknown,No,Cebu,MEAT,Established,Unknown,All,10,CCEF
4014400,Philippines,Bibilik Marine Sanctuary,123.468111,7.745028,Marine Sanctuary - Local,,Local,1/1/2002,Marine,Designated,20,0,Yes,Unknown,No,Zamboanga Sur,MEAT,Sustained,Unknown,All,20,CCEF
4006300,Philippines,Biking Marine Sanctuary,123.854867,9.588922,Marine Sanctuary - Local,Mun. Ord. No. 07 Series 2005,Local,1/1/2005,Marine,Designated,5.25,0,Unknown,Unknown,No,Bohol,MEAT,Established,Unknown,All,5.25,CCEF
4021000,Philippines,Bilang-bilangan East Marine Sanctuary,124.463889,10.238972,Marine Sanctuary - Local,Mun. Ord. No. 02 Series 2002,Local,1/1/2005,Marine,Designated,44.8,0,Yes,VI,No,Bohol,Unknown,Unknown,Unknown,All,44.8,CCEF
4020900,Philippines,Bilang-bilangan Marine Sanctuary,123.886917,9.991624,Marine Sanctuary - Local,"Brgy. Ord. No.1 Series 1999;
Mun. Ord. No. 1 Series 1999",Local,1/1/1999,Marine,Designated,10.5,0,Yes,VI,No,Bohol,MEAT,Established,Unknown,All,10.5,CCEF
4031000,Philippines,Bilang-bilangan West Marine Sanctuary,124.440594,10.249205,Marine Sanctuary - Local,,Local,1/1/2002,Marine,Designated,71.9,0,Yes,VI,No,Bohol,MEAT,Established,Unknown,All,71.9,CCEF
4018300,Philippines,Bilasonon og Bitaong Marine Sanctuary,124.749944,10.519917,Marine Sanctuary - Local,,Local,1/1/1996,Marine,Designated,21.5,0,Unknown,Unknown,No,Southern Leyte,Unknown,Unknown,Unknown,All,21.5,CCEF
4006700,Philippines,Bil-isan Fish Sanctuary,123.756372,9.604172,Fish Sanctuary - Local,Mun. Ord. No. 08 Series 1998,Local,1/1/1998,Marine,Designated,8.16,0,Yes,VI,No,Bohol,MEAT,Sustained,Unknown,All,8.16,CCEF
4038000,Philippines,Binaliwan Reserve,124.795133,9.177631,Marine Reserve - Local,,Local,1/1/2001,Marine,Designated,11,0,Yes,Unknown,No,Camiguin,MEAT,Strenghtened,Unknown,Unknown,0,CCEF
4038100,Philippines,Binduyan Sabang Reef Fish Sanctuary,118.784929,9.752591,Fish Sanctuary - Local,,Local,1/1/2002,Marine,Designated,40,0,Yes,Unknown,No,Palawan,MEAT,Strenghtened,Unknown,All,40,CCEF
4006600,Philippines,Bingag Marine Sanctuary,123.796417,9.628319,Marine Protected Area - Local,Mun. Ord. No. 07 Series 2005,Local,1/1/2005,Marine,Designated,6.7,0,Yes,Unknown,No,Bohol,MEAT,Sustained,Unknown,All,6.7,CCEF
4005500,Philippines,Binlanan Restricted Area,123.389167,9.972806,Restricted Area - Local,,Local,1/1/2002,Marine,Designated,2.1,0,Yes,VI,No,Cebu,MEAT,Strenghtened,Unknown,Unknown,0,CCEF
4004600,Philippines,Binlod Marine Sanctuary,123.609761,9.911961,Marine Sanctuary - Local,,Local,1/1/2003,Marine,Designated,12,0,Yes,VI,No,Cebu,MEAT,Strenghtened,Unknown,All,12,CCEF
4038200,Philippines,Binoclutan Fish Sanctuary,120.006111,15.240278,Fish Sanctuary - Local,,Local,1/1/1996,Marine,Designated,64,0,Draft,Unknown,No,Zambales,MEAT,Established,Unknown,All,64,CCEF
4021500,Philippines,Binokbok Dive & Trek Fish Sanctuary,120.911283,13.803189,Fish Sanctuary - Local,,Local,1/1/1995,Marine,Designated,0,0,Unknown,Unknown,No,Batangas,Unknown,Unknown,Unknown,All,0,CCEF
4038300,Philippines,"Bintuan Sangat Marine Park (Bintuan Marine Park in Ordinance), Decalve Strict Protection Zone in nomination letter",120.074203,11.990014,Marine Park,,Local,1/1/2004,Marine,Designated,64,0,Unknown,Unknown,No,Palawan,Unknown,Unknown,Unknown,Unknown,0,CCEF
4038400,Philippines,Bio-os Marine Reserve,123.208182,9.473319,Marine Reserve - Local,,Local,1/1/1999,Marine,Designated,8.87,0,Yes,Unknown,No,Negros Oriental,MEAT,Sustained,Unknown,Unknown,0,CCEF
4021200,Philippines,Biri Larosa Protected Landscape and Seascape,124.295833,12.558333,Protected Landscape and Seascape - NIPAS,"Proclamation No 291, and Republic Act 7586 otherwise known as ôNIPAS Act of 1992ö",National,4/23/2000,Marine-Terrestrial,Designated,33492,0,Unknown,V,No,Northern Samar,Unknown,Unknown,No,Unknown,0,CCEF
4007800,Philippines,Bitoon Marine Sanctuary,123.449833,10.083083,Marine Sanctuary - Local,,Local,1/1/1997,Marine,Designated,27.85,0,Unknown,VI,No,Cebu,MEAT,Established,Unknown,All,27.85,CCEF
4005000,Philippines,Bogo Marine Sanctuary,123.574719,9.857189,Marine Sanctuary - Local,,Local,1/1/2002,Marine,Designated,12,0,Yes,VI,No,Cebu,Unknown,Unknown,Unknown,All,12,CCEF
4029800,Philippines,Bolinao Seagrass Reserve,119.957114,16.430069,Seagrass Reserve - Local,,Local,1/1/2007,Marine,Designated,20,0,Yes,Unknown,No,Pangasinan,MEAT,Established,Unknown,Unknown,0,CCEF
4038500,Philippines,Bolisong Marine Sanctuary,123.149871,9.666517,Marine Sanctuary - Local,,Local,1/1/1995,Marine,Designated,10,0,Yes,Unknown,No,Negros Oriental,MEAT,Established,Unknown,All,10,CCEF
4006100,Philippines,Bolod Fish Sanctuary,123.800728,9.551956,Fish Sanctuary - Local,"Mun. Ord. No. 02, Series 2005; Mun. Ord. No. 8-1998",Local,1/1/1998,Marine,Designated,5.42,0,Yes,VI,No,Bohol,MEAT,Sustained,Unknown,All,5.42,CCEF
4038600,Philippines,Bolusao Fish Sanctuary,125.29031,11.125951,Fish Sanctuary - Local,,Local,1/1/2000,Marine,Designated,10,0,Unknown,Unknown,No,Eastern Samar,MEAT,Established,Unknown,All,10,CCEF
4038700,Philippines,Bonbon Pasil Fish Sanctuary,124.639368,9.155063,Fish Sanctuary - Local,,Local,1/1/2000,Marine,Designated,1.69,0,Yes,Unknown,No,Camiguin,MEAT,Strenghtened,Unknown,All,1.69,CCEF
4021800,Philippines,Bonbon Seagrass Sanctuary,124.013333,9.9725,Seagrass Sanctuary - Local,,Local,1/1/2002,Marine,Designated,9.45,0,Yes,VI,No,Bohol,MEAT,Sustained,Unknown,All,9.45,CCEF
4038800,Philippines,Bonbonon Marine Sanctuary,124.519422,10.101525,Marine Sanctuary - Local,Mun. Ord. No. C-004 Series 2006,Local,1/1/2005,Marine,Designated,36.04,0,Yes,Unknown,No,Bohol,MEAT,Sustained,Unknown,All,36.04,CCEF
4016200,Philippines,Bongalonan Marine Sanctuary,122.617299,9.417314,Marine Sanctuary - Local,,Local,1/1/1985,Marine,Designated,20,0,Yes,Unknown,No,Negros Oriental,MEAT,Strenghtened,Unknown,All,20,CCEF
4058900,Philippines,Bongo Island Fish Sanctuary,124.025784,7.341615,Fish Sanctuary - Local,,Local,1/1/2003,Marine,Designated,0,0,Unknown,Unknown,No,Maguindanao,Unknown,Unknown,Unknown,All,0,MSN-MSI
4010300,Philippines,Bonkokan Ubos Marine Sanctuary,124.131751,9.597298,Marine Sanctuary - Local,Mun. Ord. No. C-001 Series 2001,Local,1/1/2001,Marine,Designated,7.18,0,Unknown,Unknown,No,Bohol,MEAT,Established,Unknown,All,7.18,CCEF
4038900,Philippines,Bool Fish Sanctuary,123.848141,9.665167,Fish Sanctuary - Local,Mun. Ord. No. C-075 Series 2000,Local,1/1/2000,Marine,Designated,22.2,0,Unknown,Unknown,No,Bohol,Unknown,Unknown,Unknown,All,22.2,CCEF
4059000,Philippines,Boracay Island Tourist Zone Marine Reserve,121.916667,11.966667,Marine Reserve - National,,National,11/10/1978,Marine,Designated,0,0,Unknown,Unknown,No,Aklan,Unknown,Unknown,Unknown,Unknown,0,MSN-MSI
4039000,Philippines,Borot Reef Fish Sanctuary,126.106328,6.465685,Fish Sanctuary - Local,,Local,1/1/2006,Marine,Designated,0,0,Yes,Unknown,No,Davao Oriental,MEAT,Sustained,Unknown,All,0,CCEF
4017300,Philippines,Botigues Marine Sanctuary,123.68107,11.103733,Marine Sanctuary - Local,,Local,1/1/1999,Marine,Designated,5,0,Unknown,VI,No,Cebu,Unknown,Unknown,Unknown,All,5,CCEF
4039100,Philippines,Brgy San Juan and Brgy Ermita,123.413928,10.471974,Marine Reserve - Local,,Local,1/1/2005,Marine,Designated,451,0,Unknown,Unknown,No,Negros Occidental,Unknown,Unknown,Unknown,Unknown,0,CCEF
4039200,Philippines,Brgy. Biga Marine Sanctuary,121.357667,13.652667,Marine Sanctuary - Local,,Local,1/1/2002,Marine,Designated,10,0,Draft,Unknown,No,Batangas,MEAT,Established,Unknown,All,10,CCEF
4039300,Philippines,Brgy. Bonifacio Aquino Marine Protected Area,125.184544,8.917434,Marine Protected Area - Local,,Local,1/1/2000,Marine,Designated,36,0,Yes,Unknown,No,Misamis Oriental,MEAT,Strenghtened,Unknown,Unknown,0,CCEF
4039400,Philippines,Brgy. Carretonan/Quilitisan Marine Protected Area,120.657636,13.842987,Marine Protected Area - Local,,Local,1/1/2002,Marine,Designated,55,0,Yes,Unknown,No,Batangas,MEAT,Sustained,Unknown,Unknown,0,CCEF
4025100,Philippines,Brgy. Kuguita Fish Sanctuary,124.688108,9.259017,Fish Sanctuary - Local,,Local,1/1/2005,Marine,Designated,16.67,0,Yes,Unknown,No,Camiguin,MEAT,Established,Unknown,All,16.67,CCEF
4025000,Philippines,Brgy. Poblacion Fish Sanctuary,124.722222,9.253611,Fish Sanctuary - Local,,Local,1/1/2006,Marine,Designated,5,0,Yes,Unknown,No,Camiguin,MEAT,Established,Unknown,All,5,CCEF
